GEOID,mhf_ptg
36005000200,0.025554808338937418
36005000400,0.021331058020477855
36005001600,0.7319727891156462
36005001901,0.8087934560327199
36005001902,0.504950495049505
36005002001,0.9070422535211268
36005002002,0.5269368907131862
36005002300,0.9719188767550702
36005002500,0.8810866222450026
36005002701,0.9867330016583747
36005002702,0.8308963763509218
36005002800,0.9506542056074766
36005003100,0.9330188679245283
36005003300,0.7818765036086608
36005003500,0.7935356200527705
36005003700,1.0
36005003800,0.289405684754522
36005003900,0.8805057096247961
36005004001,0.23992994746059548
36005004100,0.7824858757062148
36005004200,0.9074011490368368
36005004300,0.7308695652173913
36005004400,0.8281724347298118
36005004600,0.4856733524355301
36005004800,0.8654592496765847
36005005001,0.6552614590058101
36005005002,0.69380028395646
36005005100,0.8970338983050847
36005005200,0.7408993576017131
36005005300,0.9444779722389861
36005005400,0.46401985111662536
36005005600,0.5273224043715847
36005005902,0.967121090617482
36005006000,0.7543859649122807
36005006100,0.9462789551503203
36005006200,0.8651162790697674
36005006301,0.9138370118845501
36005006400,0.22706270627062708
36005006500,0.8128861429832304
36005006700,0.897138437741686
36005006800,0.3469010175763182
36005006900,0.7824453551912568
36005007000,0.18583495776478232
36005007100,0.7014331210191083
36005007200,0.48142076502732245
36005007300,0.812700449005773
36005007400,0.5243204577968527
36005007500,0.7694818441452469
36005007600,0.36472346786248133
36005007700,0.6320132013201321
36005007800,0.44225352112676053
36005007900,0.8967097042898792
36005008300,0.6586826347305389
36005008400,0.01545893719806768
36005008500,0.7115828334102445
36005008600,0.825682382133995
36005008700,0.9414006669842783
36005008900,0.8262436914203317
36005009000,0.6703383162863887
36005009200,0.5453187250996017
36005009301,0.6246825799898426
36005009600,0.351409978308026
36005009800,0.3277841561423651
36005011502,0.695595003287311
36005011701,0.8943396226415095
36005011800,0.01835985312117505
36005011900,0.8510317060895822
36005012101,0.5884057971014494
36005012102,0.7619047619047619
36005012300,0.8096885813148789
36005012500,0.4900206469373709
36005012701,0.8093434343434344
36005012901,0.8426176311519741
36005013000,0.14910536779324057
36005013100,0.7200550711335475
36005013200,0.02314814814814814
36005013300,0.8687552921253175
36005013500,0.8274044795783926
36005013800,0.14657980456026054
36005014100,0.9368898186889819
36005014300,0.9061624649859944
36005014400,0.6973737373737374
36005014500,0.9853360488798371
36005014701,0.9491279069767442
36005014702,0.9762150982419855
36005014900,0.8186562296151337
36005015100,0.7111509180474698
36005015200,0.02137998056365409
36005015300,0.7928265524625268
36005015500,0.854020979020979
36005015700,0.7775700934579439
36005015800,0.19516728624535318
36005015900,0.8877434135166093
36005016000,0.11794228356336256
36005016100,0.9720018665422305
36005016200,0.08245614035087723
36005016400,0.07311827956989247
36005016500,0.9517045454545454
36005016600,0.0
36005016700,0.8739130434782609
36005016900,0.7591973244147157
36005017300,0.8577023498694517
36005017500,0.9473133286810886
36005017701,0.8118609406952966
36005017702,0.6156976744186047
36005017901,0.9146546883773161
36005017902,1.0
36005018101,0.760576923076923
36005018102,0.9349887133182844
36005018301,0.9853300733496333
36005018302,0.9032907991940899
36005018400,0.06925207756232687
36005018501,0.9151467089611419
36005018502,0.9023809523809524
36005018900,0.8279715543515069
36005019300,0.9706122448979592
36005019400,0.08740359897172234
36005019500,0.8810589112602536
36005019700,1.0
36005019900,0.8840356813288219
36005020000,0.5562700964630225
36005020100,0.9626104690686608
36005020200,0.5541338582677166
36005020400,0.3330404217926186
36005020501,0.9060329067641681
36005020502,0.6959395656279509
36005020601,0.36363636363636365
36005020900,0.9809010773751224
36005021001,0.945046439628483
36005021002,0.999410551134689
36005021100,0.776847290640394
36005021200,0.9203718674211803
36005021301,0.8017241379310345
36005021302,0.9365012615643398
36005021501,0.90431654676259
36005021502,0.8231142479047199
36005021601,0.6668639053254437
36005021602,0.862705740666399
36005021700,0.9463123644251626
36005021800,0.5748629270350063
36005021900,0.8934010152284264
36005022000,0.7680763983628922
36005022101,0.9086687306501549
36005022102,0.9828402366863905
36005022200,0.594925634295713
36005022300,0.9796550199026979
36005022401,1.0
36005022403,0.9724192277383766
36005022404,0.9365234375
36005022500,0.9428690575479566
36005022701,0.9330400782013686
36005022702,0.8747763864042934
36005022703,0.8577405857740585
36005022800,0.8239549839228296
36005022901,0.8607899807321773
36005022902,0.680532445923461
36005023000,0.5536044362292052
36005023100,0.7167755991285403
36005023200,0.33069977426636565
36005023301,0.925990675990676
36005023302,0.9443396226415094
36005023501,0.941747572815534
36005023502,0.9681372549019608
36005023600,0.3769363166953529
36005023702,1.0
36005023703,0.967266775777414
36005023704,0.897687456201822
36005023800,0.18285714285714283
36005023900,0.9033457249070632
36005024000,0.12148249828414548
36005024100,0.8245102125885786
36005024300,0.9781234807972776
36005024400,0.18151447661469933
36005024501,0.7988204456094364
36005024502,0.8973536487570168
36005024600,0.14470588235294113
36005024700,0.9322709163346614
36005024800,0.4623115577889447
36005025000,0.2725581395348837
36005025100,0.7233201581027668
36005025200,0.03788634097706878
36005025300,0.9252336448598131
36005025400,0.17597087378640774
36005025500,0.9589552238805971
36005025600,0.31718061674008813
36005025700,0.8873038516405135
36005026100,0.9883720930232558
36005026300,0.887858347386172
36005026400,0.20238095238095233
36005026500,0.9379280821917808
36005026601,0.6370909090909092
36005026602,0.5495697717919941
36005026701,0.9562455892731122
36005026702,0.8396436525612472
36005026900,0.8712820512820513
36005027300,0.8744939271255061
36005027401,0.012201885745978913
36005027402,0.08507570295602018
36005027600,1.0
36005027700,0.9509001636661211
36005027900,0.8240556660039762
36005028100,0.9025352112676056
36005028300,0.8900091659028414
36005028500,0.7730812013348165
36005028600,0.07186858316221767
36005028700,0.5557263643351269
36005028800,0.24003795066413658
36005028900,0.9777327935222672
36005029301,0.9544468546637744
36005029302,0.9379412857673727
36005029500,0.7868383404864092
36005029600,0.7388059701492538
36005029700,0.8838105726872246
36005030000,0.3669585078035782
36005030100,0.9349112426035503
36005030201,0.8791615289765722
36005030202,0.9279661016949152
36005030701,0.93938127090301
36005030900,0.8994826311899482
36005031000,0.0
36005031200,0.0
36005031400,0.04597701149425293
36005031600,0.0
36005031800,0.03819444444444442
36005032300,0.9531307213474918
36005032400,0.7361516034985423
36005032600,0.053333333333333344
36005032800,0.6527687296416937
36005033000,0.7100877192982455
36005033201,0.9652971679297966
36005033202,0.8478389579632919
36005033400,1.0
36005033500,0.7121401752190237
36005033601,0.9764500654164849
36005033602,0.7986577181208054
36005033700,0.20737786640079758
36005033801,0.6343975283213182
36005033802,0.912106135986733
36005034000,0.5648195221148957
36005034200,0.14446002805049085
36005034300,0.4909390444810544
36005034400,0.009202453987730008
36005034500,0.6200130804447351
36005034800,0.5312090790048014
36005035000,0.07958921694480103
36005035100,0.8497757847533632
