GEOID,Drive15_EVSE
36081071303,130
36081071304,140
36081071305,108
36081071306,161
36081071600,6
36081071701,169
36081071702,232
36081071900,258
36081072100,131
36081072300,114
36081072900,119
36081073100,115
36081073700,111
36081073900,182
36081074100,117
36081074300,133
36081074500,275
36081074700,173
36081074900,128
36081075701,128
36081075702,124
36081076901,123
36081076902,118
36081077300,153
36081077500,134
36081077902,231
36081077903,105
36081077904,146
36081077905,131
36081077906,106
36081077907,117
36081077908,108
36081078800,51
36081079000,85
36081079200,52
36081079300,130
36081079701,112
36081079702,203
36081079900,283
36081080301,271
36081080302,275
36081080900,117
36081081400,58
36081081800,62
36081083700,210
36081083800,49
36081084000,49
36081084500,97
36081084601,49
36081084602,55
36081084901,165
36081084902,132
36081085300,105
36081085500,118
36081085700,33
36081085900,91
36081086100,96
36081086300,104
36081086400,7
36081086500,128
36081086900,211
36081087100,126
36081088400,7
36081088902,211
36081088903,142
36081089201,15
36081089202,15
36081090700,220
36081091602,11
36081091603,8
36081091604,0
36081091800,19
36081091900,129
36081092200,21
36081092500,102
36081092800,21
36081092900,32
36081093401,21
36081093402,20
36081093800,20
36081093900,97
36081094201,20
36081094202,20
36081094203,20
36081094500,0
36081094700,111
36081095400,20
36081096400,21
36081097202,21
36081097204,21
36081097205,11
36081097206,11
36081097207,3
36081097300,141
36081098100,133
36081098700,128
36081099100,154
36081099200,12
36081099701,128
36081099703,118
36081099704,121
36081099705,113
36081099801,10
36081099802,3
36081099900,132
36081100801,2
36081100803,2
36081100804,2
36081101002,3
36081101003,0
36081101004,2
36081101700,131
36081102900,153
36081103201,3
36081103202,1
36081103300,120
36081103900,163
36081104700,127
36081105900,97
36081107201,20
36081107202,12
36081108500,118
36081109300,64
36081109700,111
36081109900,42
36081111300,30
36081112300,64
36081112900,51
36081113300,86
36081113900,58
36081114100,58
36081114700,58
36081115100,106
36081115500,109
36081115700,118
36081115900,123
36081116100,139
36081116301,113
36081116302,108
36081116700,102
36081117100,102
36081117500,98
36081118100,42
36081118500,88
36081118700,36
36081118900,56
36081119100,33
36081119300,37
36081119500,55
36081119900,97
36081120100,47
36081120300,86
36081120500,95
36081120701,86
36081120702,27
36081121100,19
36081121500,118
36081122300,95
36081122702,121
36081122703,95
36081122704,108
36081124100,131
36081124700,92
36081125700,129
36081126500,125
36081126700,92
36081127700,89
36081128300,68
36081129102,77
36081129103,69
36081129104,63
36081130100,77
36081133300,87
36081133900,93
36081134100,113
36081134701,20
36081134702,78
36081136700,41
36081137700,8
36081138501,41
36081138502,69
36081139900,39
36081140300,95
36081140901,112
36081140902,113
36081141700,93
36081142900,83
36081143500,78
36081144100,62
36081144700,64
36081145101,40
36081145102,38
36081145900,86
36081146300,84
36081146700,64
36081147100,66
36081147900,21
36081148300,19
36081150701,41
36081150702,39
36081152901,41
36081152902,33
36081155101,6
36081155103,25
36081155104,19
36081156700,25
36081157101,83
36081157102,31
36081157901,21
36081157902,30
36081157903,17
36081161700,39
36081162100,14
36081990100,8
36085000300,9
36085000600,79
36085000700,8
36085000800,87
36085000900,9
36085001100,9
36085001700,37
36085001800,117
36085002001,87
36085002002,107
36085002100,21
36085002700,28
36085002900,26
36085003300,18
36085003600,63
36085003900,47
36085004001,79
36085004002,74
36085004003,72
36085004004,77
36085004700,74
36085005000,82
36085005901,8
36085005902,3
36085006400,73
36085006700,9
36085007001,64
36085007002,80
36085007400,70
36085007500,9
36085007700,8
36085008100,8
36085009601,61
36085009602,24
36085009701,18
36085009702,3
36085010500,37
36085011201,28
36085011203,28
36085011204,18
36085011401,28
36085011402,18
36085012100,61
36085012200,28
36085012500,47
36085012804,18
36085012805,18
36085012806,18
36085013201,17
36085013203,13
36085013204,17
36085013301,36
36085013302,37
36085013400,18
36085013800,28
36085014100,37
36085014604,12
36085014605,12
36085014606,3
36085014607,40
36085014608,30
36085014700,72
36085015100,46
36085015400,27
36085015601,12
36085015602,12
36085015603,11
36085016901,89
36085017005,38
36085017007,39
36085017009,39
36085017011,38
36085017012,28
36085017013,39
36085017014,39
36085017015,39
36085017016,28
36085017300,81
36085017600,38
36085017701,84
36085017702,61
36085018100,16
36085018701,64
36085018703,81
36085018704,69
36085018901,66
36085018902,79
36085019700,66
36085019800,12
36085020100,35
36085020701,36
36085020702,37
36085020803,39
36085020804,39
36085020805,39
36085020806,0
36085021300,39
36085022300,53
36085022601,39
36085022602,39
36085022801,40
36085022802,0
36085023100,46
36085023900,48
36085024401,11
36085024402,5
36085024700,40
36085024800,29
36085025100,46
36085027301,50
36085027302,66
36085027702,38
36085027704,41
36085027705,39
36085027706,39
36085027900,25
36085029102,40
36085029104,50
36085029105,50
36085029106,50
36085030301,46
36085030302,29
36085031901,39
36085031902,29
36085032300,29
36085990100,2
