MODZCTA,ev_per_household
10001,0.05520213420890622
10002,0.043612789155738914
10003,0.05170033881289999
10026,0.00569764497341099
10004,0.5040189125295508
10005,0.04169714703730797
10006,0.11785503830288745
10007,0.9887421519809483
10009,0.00931561296733325
10010,0.023536737235367373
10011,0.06366914581924724
10012,0.02097130242825607
10013,0.11674571324334185
10014,0.07690871756580175
10016,0.04870912220309811
10017,0.029778393351800554
10018,0.021739130434782608
10030,0.004489337822671156
10019,0.09051724137931035
10021,0.03346720214190094
10022,0.04607478291688818
10023,0.11455981941309255
10024,0.06050056454648099
10025,0.04071540426934806
10027,0.009879670677644078
10028,0.03385309807139926
10029,0.003998080921157845
10031,0.005436470953712333
10032,0.00561973150171714
10033,0.008970466464256142
10034,0.005392579810181191
10037,0.0005384063173007897
10035,0.7244999009704892
10036,0.15346534653465346
10038,0.799761620977354
10040,0.00423728813559322
11104,0.008158866995073892
11105,0.22452830188679246
10039,0.005826656955571741
10128,0.08040614709110867
10044,0.13305613305613306
10065,0.05271931652427589
10069,0.04895522388059702
10075,0.016400220507166482
10280,0.009555661729574774
10282,0.02349979018044482
10301,0.02258661392203152
11106,0.0183605780620706
10302,0.003871876099964801
10303,0.008331117610564567
10304,0.04202348371148583
10451,0.0049586776859504135
10305,0.04066296790504951
10306,0.04566187158538419
10307,0.019276629570747217
10308,0.020180155017107744
10309,0.04567922277143344
10310,0.011322945901480693
10312,0.05381284792789608
10314,0.056032909796636034
10456,0.010242085661080074
10452,0.01488316713796696
10453,0.006818997487737768
10454,0.004532344458178822
10455,0.0028653295128939827
10457,0.02734079246235383
10458,0.004838221953432114
10459,0.00036199095022624434
10460,0.0036011703803736214
10461,0.007361268403171008
11004,0.030781499202551833
11101,0.9951820128479657
10462,0.010788046613591784
10463,0.014529086661728677
10464,0.021627188465499485
10465,0.01822738664843928
10466,0.0034660991182730314
10467,0.0066640836884928325
10468,0.006489788127505249
10469,0.007817864877713803
10470,0.0012350035285815103
11102,0.007063053807628098
11109,
10471,0.026838046272493574
10472,0.008972058446552167
10473,0.008121740617252286
10474,0.001176470588235294
11103,0.005578093306288032
10475,0.02368692070030896
11201,0.1782254513430207
11203,0.004135282823807414
11204,0.01092896174863388
11205,0.04691264105490047
11206,0.0071460809387693695
11207,0.002849002849002849
11209,0.01793591827257952
11208,0.06594554729272939
11210,0.013225991949396205
11211,0.07353057199211045
11212,0.005852382263839163
11213,0.005299729124955835
11218,0.03125928567183693
11214,0.02360012374596721
11215,0.039380983922442346
11216,0.007593014426727411
11217,0.05092592592592592
11219,0.01060931899641577
11220,0.00873059866962306
11221,0.004582604998346482
11222,0.1490707789640174
11223,0.052135678391959796
11224,0.00896301338779215
11225,0.017608296424327537
11226,0.007525479971557241
11228,0.016613672496025435
11230,0.037100022376370556
11415,0.02077209484616892
11229,0.04926256216772423
11231,0.07787852440690597
11358,0.027770700636942675
11232,0.004052684903748734
11233,0.00276392072266415
11234,0.027879704936637034
11235,0.025761213368392974
11236,0.005441425811285044
11237,0.005455962587685113
11238,0.0335223245924876
11239,0.0032310177705977385
11354,0.03364153627311522
11355,0.03838061842524705
11356,0.028295901535338154
11357,0.04452946490249216
11360,0.025722116803710733
11372,0.018482252141982864
11361,0.025835956524321434
11362,0.07762614248153249
11416,0.009511803804721521
11363,0.04437956204379562
11364,0.05982446713236611
11373,0.3246907706945766
11365,0.06447668731659602
11366,0.028745478774033887
11367,0.030583107905019537
11374,0.022090419415360406
11368,0.4072577177745292
11417,0.0074301636064871045
11369,1.129830414234084
11370,0.15172032610197594
11375,0.055101502768257316
11379,0.024513743771097895
11377,0.13595870452085587
11378,0.017320574162679427
11421,0.0072270825408900724
11422,0.006253908692933083
11385,0.017449211835117592
11411,0.002750538148768237
11412,0.004223227752639517
11413,0.0071087143032234346
11414,0.021855670103092785
11420,0.006754663196380988
11418,0.006936015259233571
11419,0.011107559533322679
11423,0.01596827778373165
11426,0.03410936654033568
11427,0.019112060778727444
11428,0.0043571258813277355
11436,0.0049202578893790296
11691,0.009422987436016751
11692,0.0013338668800853674
11693,0.010153336096145877
11429,0.00811649558367152
11432,0.030462116793052045
11433,0.007164541590771099
11434,0.0028568097014925373
11435,0.007256148462081808
11694,0.013788876972575456
11697,
99999,
