MODZCTA,ev_per_household
10001,0.043094602914016004
10002,0.02593192868719611
10003,0.03902622662818422
10026,0.003165358318561661
10004,0.4529550827423168
10005,0.027798098024871983
10006,0.11785503830288745
10007,0.952587140073609
10009,0.00670724133647994
10010,0.01793275217932752
10011,0.046089700247915255
10012,0.011825922421948912
10013,0.08245165997811017
10014,0.051708045547881276
10016,0.031497418244406196
10017,0.0050784856879039705
10018,0.021739130434782608
10030,0.00202020202020202
10019,0.04698275862068965
10021,0.021285140562248995
10022,0.03597377281587808
10023,0.07209367945823927
10024,0.04074143771170493
10025,0.027280969257397182
10027,0.00506649778340722
10028,0.022055806319244975
10029,0.0023988485526947067
10031,0.0029512270891581234
10032,
10033,0.005244272702180514
10034,0.004314063848144953
10037,
10035,0.515547633194692
10036,0.09405940594059406
10038,0.7747318235995232
10040,0.0019136139967195188
11104,0.004464285714285714
11105,0.0963162623539982
10039,0.004612770089827628
10128,0.04075192096597146
10044,0.06860706860706861
10065,0.03709106063763284
10069,0.02507462686567164
10075,0.010611907386990077
10280,0.008122312470138558
10282,0.021821233738984473
10301,0.010655267019715434
11106,0.004382847666429756
10302,0.0021119324181626186
10303,0.0026588673225206062
10304,0.017038933521673877
10451,0.0007346189164370982
10305,0.015801671465692814
10306,0.02050022555260388
10307,0.007750397456279809
10308,0.0036310313525591787
10309,0.019856826316686553
10310,0.0059034162392335235
10312,0.025139171158434215
10314,0.026374282586338452
10456,0.0012414649286157666
10452,0.0008929900282780176
10453,0.00035889460461777724
10454,0.0016481252575195715
10455,
10457,0.00016825103053756205
10458,0.0018143332325370426
10459,
10460,0.0005626828719333784
10461,0.0038929784824462063
11004,0.012759170653907496
11101,0.7881870092790864
10462,0.0029421945309795776
10463,0.006894194063016353
10464,0.017507723995880537
10465,0.010176957545378599
10466,0.001459410155062329
10467,0.0012398295234405268
10468,0.0011452567283832794
10469,0.0026411705667952036
10470,0.0008821453775582216
11102,0.0023115448824964683
11109,
10471,0.016555269922879177
10472,0.0010253781081773904
10473,0.0036761562793878773
10474,0.001176470588235294
11103,0.002231237322515213
10475,0.007209062821833162
11201,0.11756935270805813
11203,0.0026091665435927732
11204,0.004797063362949985
11205,0.022822365918600228
11206,0.004814201895591996
11207,0.0015669515669515669
11209,0.007197585326213141
11208,0.001044803638375023
11210,0.007161900778922056
11211,0.01988165680473373
11212,0.004199944918755164
11213,0.0017665763749852785
11218,0.011172520354192667
11214,0.008352852786494011
11215,0.02432709098572891
11216,0.004279699040519086
11217,0.02437363834422658
11219,0.006810035842293907
11220,0.0027023281596452327
11221,0.002031464071431946
11222,0.13299064188743903
11223,0.017991744436468053
11224,0.002496029044701611
11225,0.00950631954196824
11226,0.0052145058070632855
11228,0.008108108108108109
11230,0.01521593197583352
11415,0.010777973740936704
11229,0.019550677413822673
11231,0.0426034033039374
11358,0.011770700636942676
11232,0.0016210739614994933
11233,0.0006741270055278415
11234,0.011726877246075278
11235,0.01120384131702298
11236,0.002720712905642522
11237,0.003006346731989756
11238,0.021970233876683204
11239,0.002584814216478191
11354,0.013229018492176387
11355,0.01255977048135161
11356,0.014718944296409086
11357,0.020511185504011903
11360,0.011385199240986717
11372,0.005813953488372093
11361,0.010690740630753696
11362,0.03643420558407412
11416,0.0018336007334402934
11363,0.02394160583941606
11364,0.0271658009433399
11373,0.2524381541389153
11365,0.02844799478317574
11366,0.012278697886921758
11367,0.010294559663360384
11374,0.010107123403740242
11368,0.36417576747785707
11417,0.0048581838965492605
11369,0.005838198498748957
11370,0.13251347243332873
11375,0.03181298883908955
11379,0.011171837325188876
11377,0.07488968445591541
11378,0.008229665071770335
11421,0.00199695701787752
11422,0.0031269543464665416
11385,0.005226333979600439
11411,0.001195886151638364
11412,0.0018099547511312218
11413,0.00484127956857458
11414,0.006185567010309278
11420,0.0018590816136828407
11418,0.0020808045777700713
11419,0.001758031005274093
11423,0.002464901939770657
11426,0.020438548998375744
11427,0.007003798670465337
11428,0.0018220708231006892
11436,0.0023752969121140144
11691,0.006630991158678455
11692,0.00040016006402561027
11693,0.009324492333195192
11429,0.0035808068751492002
11432,0.01224965973167412
11433,0.0014571948998178506
11434,0.0017490671641791045
11435,0.0017979836897193862
11694,0.010418262601501456
11697,
99999,
