Station Name,Street Address,ZIP,EV Level2 EVSE Num,EV DC Fast Count,EV Network,Latitude,Longitude,EV Connector Types,Facility Type
Quik Park Garden Lots LLC - Tesla Destination,126 West 32nd St,10001,3.0,0.0,Tesla Destination,40.749073,-73.990032,J1772 TESLA,PAY_GARAGE
ABM Parking 13 East 54th Street LLC - Tesla Destination,13-17 E 54th St,10022,2.0,0.0,Tesla Destination,40.760648,-73.974193,TESLA,PAY_GARAGE
New York Hilton Midtown - Tesla Destination,1335 Avenue of the Americas,10019,2.0,0.0,Tesla Destination,40.762234,-73.979036,TESLA,HOTEL
Icon Parking 1350 Avenue of the Americas - Tesla Destination,1350 6th Ave,10019,3.0,0.0,Tesla Destination,40.762855,-73.977795,J1772 TESLA,PAY_GARAGE
Icon Parking 14-26 William Street - Tesla Destination,14-26 William St,10004,3.0,0.0,Tesla Destination,40.704514,-74.01074,J1772 TESLA,PAY_GARAGE
Icon Parking OMNI - Tesla Destination,143-159 W 68th St,10023,3.0,0.0,Tesla Destination,40.77592,-73.98313,J1772 TESLA,PAY_GARAGE
Rapidpark 148 E 33rd Street - Tesla Destination,148 E 33rd St,10016,3.0,0.0,Tesla Destination,40.745432,-73.97956,J1772 TESLA,PAY_GARAGE
Rapidpark 15 W 72nd Street - Tesla Destination,15 W 72nd St,10023,3.0,0.0,Tesla Destination,40.776813,-73.977083,J1772 TESLA,PAY_GARAGE
Icon Parking 150 Charles Street - Tesla Destination,150 Charles St,10014,3.0,0.0,Tesla Destination,40.734006,-74.009079,J1772 TESLA,PAY_GARAGE
Rapidpark 150 East 77th Street - Tesla Destination,150 E 77th St,10021,3.0,0.0,Tesla Destination,40.773256,-73.959334,J1772 TESLA,PAY_GARAGE
Standard Parking 151 W 17th Street - Tesla Destination,151 W 17th St,10011,3.0,0.0,Tesla Destination,40.740243,-73.997591,J1772 TESLA,PAY_GARAGE
Icon Parking 155 E 29th Street - Tesla Destination,155 E 29th St,10016,3.0,0.0,Tesla Destination,40.742821,-73.980913,J1772 TESLA,HOTEL
City Parking Garment One Garage - Tesla Destination,155 E 34th St,10016,3.0,0.0,Tesla Destination,40.746022,-73.978693,J1772 TESLA,PAY_GARAGE
Prime Parking Systems - 155 E 68th Street - Tesla Destination,155 E 68th St,10065,3.0,0.0,Tesla Destination,40.767743,-73.963665,J1772 TESLA,PAY_GARAGE
Champion Parking W 53rd Street - Tesla Destination,159 W 53rd St,10019,3.0,0.0,Tesla Destination,40.763279,-73.98086,J1772 TESLA,PAY_GARAGE
Icon Parking 16 W 16th Street - Tesla Destination,16 W 16th St,10011,3.0,0.0,Tesla Destination,40.737891,-73.994058,J1772 TESLA,PAY_GARAGE
GGMC Parking Alfred - Tesla Destination,161 W 61st St,10023,3.0,0.0,Tesla Destination,40.771555,-73.986428,J1772 TESLA,PAY_GARAGE
iPark NYC E 77th Street - Tesla Destination,165 E 77th St,10014,3.0,0.0,Tesla Destination,40.773415,-73.959234,J1772 TESLA,PAY_GARAGE
Parkright 169 Ludlow Street - Tesla Destination,169 Ludlow St,10012,3.0,0.0,Tesla Destination,40.721713,-73.987533,J1772 TESLA,PAY_GARAGE
Icon Parking 169 W 95th Street - Tesla Destination,169 W 95th St,10025,3.0,0.0,Tesla Destination,40.793158,-73.970319,J1772 TESLA,PAY_GARAGE
Residence Inn New York Manhattan - Tesla Destination,1717 Broadway,10019,2.0,0.0,Tesla Destination,40.764261,-73.982974,J1772 TESLA,HOTEL
Quikpark 173 W 12th Street - Tesla Destination,173 W 12th St,10011,3.0,0.0,Tesla Destination,40.737108,-74.000358,J1772 TESLA,PAY_GARAGE
Quik Park Hudson 180 LLC - Tesla Destination,180 Riverside Blvd,10069,3.0,0.0,Tesla Destination,40.778412,-73.988294,J1772 TESLA,PAY_GARAGE
iPark NYC 183 E 73rd Street - Tesla Destination,184 E 73rd St,10021,3.0,0.0,Tesla Destination,40.770601,-73.960531,J1772 TESLA,HOTEL
Icon Parking 240 East Broadway - Tesla Destination,188 Clinton St,10002,3.0,0.0,Tesla Destination,40.714821,-73.987138,J1772 TESLA,PAY_GARAGE
Glenwood Grand Tier Parking - Tesla Destination,1930 Broadway,10023,2.0,0.0,Tesla Destination,40.772574,-73.981951,TESLA,PAY_GARAGE
Standard Parking 20 W 13th Street - Tesla Destination,20 W 13th St,10011,3.0,0.0,Tesla Destination,40.735706,-73.995058,J1772 TESLA,PAY_GARAGE
Central Parking 200 Chambers - Tesla Destination,200 Chambers St,10007,3.0,0.0,Tesla Destination,40.716256,-74.012543,J1772 TESLA,PAY_GARAGE
Icon Parking 200 E 32nd Street - Tesla Destination,200 E 32nd St,10016,3.0,0.0,Tesla Destination,40.744916,-73.980228,J1772 TESLA,PAY_GARAGE
Icon Parking 200 E 65th Street - Tesla Destination,200 E 65th St,10021,3.0,0.0,Tesla Destination,40.765108,-73.963389,J1772 TESLA,PAY_GARAGE
Enterprise Parking 200 E 69th St - Tesla Destination,200 E 69th St,10065,2.0,0.0,Tesla Destination,40.767615,-73.961509,TESLA,PAY_GARAGE
iPark 200 E 70th Street - Tesla Destination,200 E 70th St,10021,3.0,0.0,Tesla Destination,40.768283,-73.961149,J1772 TESLA,PAY_GARAGE
iPark NYC The Carnegie Garage - Tesla Destination,200 E 94th St,10128,3.0,0.0,Tesla Destination,40.783536,-73.949507,J1772 TESLA,PAY_GARAGE
GMC Copley Parking - Tesla Destination,2000 Broadway,10023,3.0,0.0,Tesla Destination,40.775283,-73.981627,TESLA,PAY_GARAGE
MPG 201 E 56th - Tesla Destination,201 E 56th,10022,3.0,0.0,Tesla Destination,40.759437,-73.96767,J1772 TESLA,PAY_GARAGE
Icon Parking 203 E 61 Street - Tesla Destination,203 E 61 St,10021,3.0,0.0,Tesla Destination,40.762678,-73.965447,J1772 TESLA,PAY_GARAGE
Rapidpark 204 W 101st Street - Tesla Destination,204 W 101st St,10025,3.0,0.0,Tesla Destination,40.797359,-73.968718,J1772 TESLA,PAY_GARAGE
Champion Parking W 76th Street - Tesla Destination,205 W 76th St,10023,3.0,0.0,Tesla Destination,40.781547,-73.980475,J1772 TESLA,PAY_GARAGE
Icon Parking 810 Seventh Ave - Tesla Destination,207 W 52nd St,10019,3.0,0.0,Tesla Destination,40.762568,-73.982718,J1772 TESLA,PAY_GARAGE
Standard Parking 21 East 15th Street - Tesla Destination,21 E 15th St,10003,3.0,0.0,Tesla Destination,40.736293,-73.991939,J1772 TESLA,PAY_GARAGE
Rapidpark 210 W 102nd Street - Tesla Destination,210 W 102st St,10025,3.0,0.0,Tesla Destination,40.798108,-73.968204,J1772 TESLA,PAY_GARAGE
Champion Parking 74 LLC - Tesla Destination,2109 Broadway,10023,3.0,0.0,Tesla Destination,40.780027,-73.982823,J1772 TESLA,PAY_GARAGE
GGMC Parking Seven Eleven (Located at 217 E 44th St) - Tesla Destination,217 E 44th St,10017,3.0,0.0,Tesla Destination,40.751867,-73.972873,J1772 TESLA,PAY_GARAGE
Icon Parking 220 Riverside Blvd - Tesla Destination,220 Riverside Blvd,10024,6.0,0.0,Tesla Destination,40.779338,-73.987493,J1772 TESLA,PAY_GARAGE
iPark 200 West Garage Corp. - Tesla Destination,220 W 26th St,10001,3.0,0.0,Tesla Destination,40.746304,-73.995064,J1772 TESLA,PAY_GARAGE
Parkit 221 Thompson Street - Tesla Destination,221 Thompson St,10012,3.0,0.0,Tesla Destination,40.729234,-73.999013,J1772 TESLA,PAY_GARAGE
Icon Parking 225 W 83 Street - Tesla Destination,225 W 83rd St,10024,3.0,0.0,Tesla Destination,40.786099,-73.977303,J1772 TESLA,PAY_GARAGE
Quik Park Broadway Garage LLC - Tesla Destination,225-251 W 56th St,10019,3.0,0.0,Tesla Destination,40.765844,-73.982481,J1772 TESLA,PAY_GARAGE
GGMC Yorkville Car Park - Tesla Destination,230 E 92nd St,10128,3.0,0.0,Tesla Destination,40.782212,-73.95023,J1772 TESLA,PAY_GARAGE
Champion Parking 230 W 55th Street - Tesla Destination,230 W 55th St,10019,3.0,0.0,Tesla Destination,40.764748,-73.982676,J1772 TESLA,PAY_GARAGE
Icon Parking 237 West Thames - Tesla Destination,237 W Thames,10280,3.0,0.0,Tesla Destination,40.708165,-74.016641,J1772 TESLA,PAY_GARAGE
Icon 299 Peal Street Seaport Parking - Tesla Destination,238 Pearl St,10069,3.0,0.0,Tesla Destination,40.707679,-74.004687,J1772 TESLA,PAY_GARAGE
iPark 245 East 63rd Street - Tesla Destination,245 East 63rd St,10025,3.0,0.0,Tesla Destination,40.76332,-73.962938,J1772 TESLA,PAY_GARAGE
GGMC Ruppert Car Park - Tesla Destination,245 E 90th St,10128,3.0,0.0,Tesla Destination,40.78098,-73.951145,J1772 TESLA,PAY_GARAGE
iPark NYC 246 E 45 Street - Tesla Destination,246 E 45th St,10017,3.0,0.0,Tesla Destination,40.751847,-73.971348,J1772 TESLA,PAY_GARAGE
iPark NYC 250 West Parking - Tesla Destination,250 W 19th St,10011,3.0,0.0,Tesla Destination,40.742407,-73.999351,J1772 TESLA,PAY_GARAGE
Quik Park Columbia Garage LLC - Tesla Destination,250 W. 97th St,10025,3.0,0.0,Tesla Destination,40.795624,-73.971961,J1772 TESLA,PAY_GARAGE
Quik Park 40 Riverside Blvd - Tesla Destination,251 W 62nd St,10282,3.0,0.0,Tesla Destination,40.77373,-73.989713,J1772 TESLA,PAY_GARAGE
Rapidpark 25-27 Beekman Street - Tesla Destination,25-27 Beekman St,10038,3.0,0.0,Tesla Destination,40.710786,-74.006017,J1772 TESLA,PAY_GARAGE
Rapidpark 254 W 79th Street - Tesla Destination,254 W 79th St,10024,3.0,0.0,Tesla Destination,40.78411,-73.980641,J1772 TESLA,PAY_GARAGE
MPG 266 E 97 St - Tesla Destination,266 E 97th St,10021,3.0,0.0,Tesla Destination,40.785296,-73.947487,J1772 TESLA,PAY_GARAGE
Parkit 27 N Moore Street - Tesla Destination,27 N Moore St,10013,3.0,0.0,Tesla Destination,40.719869,-74.007447,J1772 TESLA,PAY_GARAGE
iPark 455 Central Park West - Tesla Destination,27 W 105th St,10025,3.0,0.0,Tesla Destination,40.797743,-73.960441,J1772 TESLA,PAY_GARAGE
Standard Parking 270 Greenwich - Tesla Destination,270 Greenwich St,10007,3.0,0.0,Tesla Destination,40.715071,-74.012203,J1772 TESLA,PAY_GARAGE
Icon Parking 279 East 65th Street - Tesla Destination,279 E 65th St,10065,3.0,0.0,Tesla Destination,40.764552,-73.962034,J1772 TESLA,PAY_GARAGE
ABM Parking Services 285 W 50th Street LLC - Tesla Destination,285 W 50th St,10019,3.0,0.0,Tesla Destination,40.762411,-73.984495,J1772 TESLA,PAY_GARAGE
Parkright 39 E 29th Street - Tesla Destination,29 East 29th St,10016,3.0,0.0,Tesla Destination,40.744244,-73.984116,J1772 TESLA,HOTEL
iPark 3 E 67th Street - Tesla Destination,3 E 67th St,10065,3.0,0.0,Tesla Destination,40.769061,-73.96876,J1772 TESLA,PAY_GARAGE
Icon Parking 30 W 63rd St - Tesla Destination,30 W 63rd St,10023,2.0,0.0,Tesla Destination,40.770772,-73.981795,TESLA,PAY_GARAGE
GGMC Parking Connaught - Tesla Destination,300 E 54th St,10022,3.0,0.0,Tesla Destination,40.757146,-73.966135,J1772 TESLA,PAY_GARAGE
Icon Parking 300 E 59th Street - Tesla Destination,300 E 59th St,10022,3.0,0.0,Tesla Destination,40.760462,-73.964086,J1772 TESLA,PAY_GARAGE
GGMC Parking E 74th Street - Tesla Destination,300 E 74th St,10021,3.0,0.0,Tesla Destination,40.769947,-73.956989,J1772 TESLA,PAY_GARAGE
Parkright 300 E 77th St - Tesla Destination,300 East 77th St,10075,3.0,0.0,Tesla Destination,40.771794,-73.955624,J1772 TESLA,HOTEL
Icon Parking 301 E 57 Street - Tesla Destination,301 E 57th St,10022,3.0,0.0,Tesla Destination,40.759127,-73.964684,J1772 TESLA,PAY_GARAGE
Parkit 301 E 64th - Tesla Destination,301 E 64th St,10065,3.0,0.0,Tesla Destination,40.763488,-73.961323,J1772 TESLA,PAY_GARAGE
Icon Parking 308 Greenwich - Tesla Destination,308 Greenwich St,10013,3.0,0.0,Tesla Destination,40.717686,-74.010613,J1772 TESLA,HOTEL
Parkit 310 E 11th Street - Tesla Destination,310 E 11th St,10003,3.0,0.0,Tesla Destination,40.730017,-73.985512,J1772 TESLA,PAY_GARAGE
Waldorf Astoria New York - Tesla Destination,310 Park Ave,10022,2.0,0.0,Tesla Destination,40.756722,-73.97406,TESLA,HOTEL
Quik Park 311 West Broadway LLC - Tesla Destination,311 W Broadway,10013,2.0,0.0,Tesla Destination,40.721801,-74.004237,TESLA,PAY_GARAGE
Icon Parking 322 23rd Street - Tesla Destination,318-322 E 23rd St,10010,3.0,0.0,Tesla Destination,40.737533,-73.980437,J1772 TESLA,PAY_GARAGE
Quik Park 32 Debrosses LLC - Tesla Destination,32 Debrosses St,10013,3.0,0.0,Tesla Destination,40.723617,-74.010915,J1772 TESLA,PAY_GARAGE
Glenwood Belmont Parking - Tesla Destination,320 E 46th St,10021,2.0,0.0,Tesla Destination,40.760098,-73.988828,J1772 TESLA,PAY_GARAGE
Champion Parking W 57th Street - Tesla Destination,320 W 57th St,10019,3.0,0.0,Tesla Destination,40.76696,-73.983569,J1772 TESLA,PAY_GARAGE
GGMC Parking 8 E 33rd St Garage - Tesla Destination,325 East 5th Ave,10016,3.0,0.0,Tesla Destination,40.747478,-73.98504,J1772 TESLA,PAY_GARAGE
Icon Parking E 48th Street - Tesla Destination,329 E 48th St,10017,3.0,0.0,Tesla Destination,40.753079,-73.968032,J1772 TESLA,PAY_GARAGE
Icon Parking 330 E 39th Street - Tesla Destination,330 E 39th St,10016,3.0,0.0,Tesla Destination,40.746851,-73.972901,J1772 TESLA,PAY_GARAGE
Icon Parking 330 W 58th Street - Tesla Destination,330 W 58th St,10019,3.0,0.0,Tesla Destination,40.767879,-73.983656,J1772 TESLA,PAY_GARAGE
Apple Parking 332 W 11th Street - Tesla Destination,332 W 11th St,10014,3.0,0.0,Tesla Destination,40.735597,-74.007693,TESLA,PAY_GARAGE
iPark NYC 333 E 38th NYU - Tesla Destination,333 E 38th St,10016,3.0,0.0,Tesla Destination,40.746565,-73.971591,J1772 TESLA,PAY_GARAGE
Standard Parking Gateway Plaza Garage - Tesla Destination,339 South End Ave,10280,3.0,0.0,Tesla Destination,40.711145,-74.016332,J1772 TESLA,PAY_GARAGE
MPG 340 East 93rd - Tesla Destination,340 E 93rd St,10128,3.0,0.0,Tesla Destination,40.781413,-73.946377,J1772 TESLA,PAY_GARAGE
Rapidpark 340 94th Street - Tesla Destination,340 E 94th St,10128,3.0,0.0,Tesla Destination,40.782091,-73.946029,J1772 TESLA,PAY_GARAGE
iPark NYC 345 East Garage - Tesla Destination,345 East 80th St,10075,3.0,0.0,Tesla Destination,40.773225,-73.952643,J1772 TESLA,PAY_GARAGE
Rapidpark 35 E 75th Street - Tesla Destination,35 E 75th St,10021,3.0,0.0,Tesla Destination,40.77364,-73.963722,J1772 TESLA,PAY_GARAGE
"The Carlyle Hotel, A Rosewood Hotel - Tesla Destination",35 E 76th St,10021,2.0,0.0,Tesla Destination,40.77438,-73.963157,J1772 TESLA,HOTEL
Quik Park 82nd Street LLC - Tesla Destination,350 E. 82nd St,10028,3.0,0.0,Tesla Destination,40.774511,-73.952039,J1772 TESLA,PAY_GARAGE
GGMC Parking 350 W 43rd Street Garage - Tesla Destination,350 West 43rd St,10036,3.0,0.0,Tesla Destination,40.758586,-73.991341,J1772 TESLA,PAY_GARAGE
Rapidpark 351 East 83rd - Tesla Destination,351 E 83rd,10028,3.0,0.0,Tesla Destination,40.775123,-73.951193,J1772 TESLA,PAY_GARAGE
Icon Parking 35-39 East 61st Street - Tesla Destination,35-39 E 61st St,10021,3.0,0.0,Tesla Destination,40.764617,-73.969764,J1772 TESLA,PAY_GARAGE
Icon 376 Greenwich Street - Tesla Destination,376 Greenwich St,10013,3.0,0.0,Tesla Destination,40.719825,-74.010137,J1772 TESLA,PAY_GARAGE
iPark NYU 377 E 33rd Street - Tesla Destination,377 E 33rd St,10016,3.0,0.0,Tesla Destination,40.743405,-73.974735,J1772 TESLA,PAY_GARAGE
Icon Parking 111 8th Ave Parking - Tesla Destination,385 W 15th St,10011,4.0,0.0,Tesla Destination,40.741515,-74.004608,TESLA,PAY_GARAGE
Icon Parking Wall Park - Tesla Destination,39 Exchange Pl,10005,3.0,0.0,Tesla Destination,40.705922,-74.010175,J1772 TESLA,PAY_GARAGE
GGMC Parking Carnegie Garage - Tesla Destination,40 E 94th St,10128,3.0,0.0,Tesla Destination,40.78567,-73.954593,J1772 TESLA,PAY_GARAGE
City Parking RL Mercer Street - Tesla Destination,40 Mercer St,10025,3.0,0.0,Tesla Destination,40.721437,-74.001238,J1772 TESLA,PAY_GARAGE
Icon Parking 40 W 26th Street - Tesla Destination,40 W 26th St,10010,3.0,0.0,Tesla Destination,40.744467,-73.990662,J1772 TESLA,PAY_GARAGE
iPark NYC 400 E 35th NYU - Tesla Destination,400 E 35th St,10016,3.0,0.0,Tesla Destination,40.743971,-73.971882,J1772 TESLA,PAY_GARAGE
Icon Liberty View Parking - Tesla Destination,400 Murray St,10016,3.0,0.0,Tesla Destination,40.716079,-74.015929,J1772 TESLA,PAY_GARAGE
Champion Parking 113 LLC - Tesla Destination,400 W 113th St,10025,3.0,0.0,Tesla Destination,40.80443,-73.961373,J1772 TESLA,PAY_GARAGE
Propark 401 W 110th Street - Tesla Destination,401 W 110th St,10025,3.0,0.0,Tesla Destination,40.802151,-73.961705,J1772 TESLA,PAY_GARAGE
Parkit 403 Lafayette St. - Tesla Destination,403 Lafayette St,10003,2.0,0.0,Tesla Destination,40.728287,-73.992746,J1772 TESLA,PAY_GARAGE
iPark 41 E 85th Street - Tesla Destination,41 E 85th St,10028,3.0,0.0,Tesla Destination,40.779876,-73.958579,J1772 TESLA,PAY_GARAGE
Rapidpark 411 W 55th Street - Tesla Destination,411 W 55th St,10019,3.0,0.0,Tesla Destination,40.766971,-73.987441,J1772 TESLA,PAY_GARAGE
GGMC Parking 415 E 79th - Tesla Destination,415 E 79th St,10075,3.0,0.0,Tesla Destination,40.771918,-73.951679,J1772 TESLA,PAY_GARAGE
Icon Parking Sutton 53 - Tesla Destination,417 E 53rd St,10022,3.0,0.0,Tesla Destination,40.755363,-73.963841,J1772 TESLA,PAY_GARAGE
Icon Parking Independent - Tesla Destination,417 E 71st St,10021,3.0,0.0,Tesla Destination,40.766708,-73.955483,J1772 TESLA,PAY_GARAGE
GMC Parking 420 E 53rd - Tesla Destination,420 E 53rd St,10022,1.0,0.0,Tesla Destination,40.755289,-73.963804,TESLA,PAY_GARAGE
Sutton Place North Garage - Tesla Destination,420 E 54th St,10022,2.0,0.0,Tesla Destination,40.75552,-73.962734,TESLA,PAY_GARAGE
imPark 422 E 79th Street - Tesla Destination,422 E 79th St,10075,3.0,0.0,Tesla Destination,40.771879,-73.951627,J1772 TESLA,PAY_GARAGE
Quik Park West 23rd Street Garage LLC - Tesla Destination,423-431 W 23rd St,10011,3.0,0.0,Tesla Destination,40.746847,-74.001816,J1772 TESLA,PAY_GARAGE
iPark NYC 425 E 58th Street - Tesla Destination,425 E 58th St,10022,3.0,0.0,Tesla Destination,40.758519,-73.961272,J1772 TESLA,PAY_GARAGE
City Parking E 61st Street - Tesla Destination,425 E 61st St,10065,3.0,0.0,Tesla Destination,40.760289,-73.959501,J1772 TESLA,PAY_GARAGE
ABM Parking 866 UN Plaza - Tesla Destination,430 E 49th St,10017,3.0,0.0,Tesla Destination,40.752641,-73.965187,J1772 TESLA,PAY_GARAGE
Quikpark 43-08 Crescent Street - Tesla Destination,43-08 Crescent St,11101,3.0,0.0,Tesla Destination,40.748757,-73.943417,J1772 TESLA,PAY_GARAGE
iPark NYC 44 Elizabeth Street - Tesla Destination,44 Elizabeth St,10013,3.0,0.0,Tesla Destination,40.716966,-73.996707,J1772 TESLA,PAY_GARAGE
Quik Park 86th St. LLC - Tesla Destination,444 E 86th St,10028,3.0,0.0,Tesla Destination,40.775968,-73.947846,J1772 TESLA,PAY_GARAGE
Rapidpark 480 Riverside (120th St) - Tesla Destination,480 Riverside Dr,10027,3.0,0.0,Tesla Destination,40.811187,-73.963571,J1772 TESLA,PAY_GARAGE
iPark NYC Central Harlem Garage Corp. - Tesla Destination,49 W 116th St,10026,3.0,0.0,Tesla Destination,40.80155,-73.948499,J1772 TESLA,PAY_GARAGE
Icon Parking 5 E 22nd Street - Tesla Destination,5 E 22nd St,10010,3.0,0.0,Tesla Destination,40.740458,-73.989037,J1772 TESLA,PAY_GARAGE
GGMC Parking Battery Place - Tesla Destination,50 Battery Pl,10280,3.0,0.0,Tesla Destination,40.706965,-74.017971,J1772 TESLA,PAY_GARAGE
GGMC Parking 50 E 79th St Garage - Tesla Destination,50 E 79th St,10075,2.0,0.0,Tesla Destination,40.776006,-73.961627,TESLA,PAY_GARAGE
MPG 500 West 30th - Tesla Destination,500 W 30th,10001,3.0,0.0,Tesla Destination,40.752205,-74.001493,J1772 TESLA,PAY_GARAGE
Roger Smith Hotel - Tesla Destination,501 Lexington Ave,10017,1.0,0.0,Tesla Destination,40.754709,-73.973391,TESLA,HOTEL
Icon Parking 51 W 22nd - Tesla Destination,51 W 22nd St,10010,3.0,0.0,Tesla Destination,40.742059,-73.992694,J1772 TESLA,PAY_GARAGE
Icon Parking 524 East 73rd - Tesla Destination,524 E 73rd St,10021,3.0,0.0,Tesla Destination,40.766736,-73.951891,J1772 TESLA,PAY_GARAGE
GGMC Parking 51-53 E 76th St Carlyle Hotel - Tesla Destination,53 E 76th St,10021,2.0,0.0,Tesla Destination,40.774207,-73.96282,J1772 TESLA,PAY_GARAGE
iPark 530 E 80th Street - Tesla Destination,530 E 80th St,10075,3.0,0.0,Tesla Destination,40.771382,-73.948344,J1772 TESLA,PAY_GARAGE
MPG 530 West 30th - Tesla Destination,530 W 30th,10001,3.0,0.0,Tesla Destination,40.75277,-74.00265,J1772 TESLA,PAY_GARAGE
Icon Parking E 88th Street - Tesla Destination,536 E 88th St,10128,3.0,0.0,Tesla Destination,40.776461,-73.944363,J1772 TESLA,PAY_GARAGE
Icon Parking 54 Murray Street - Tesla Destination,54 Murray St,10007,3.0,0.0,Tesla Destination,40.714266,-74.009921,J1772 TESLA,PAY_GARAGE
Standard Parking 800 6th Ave - Tesla Destination,54 W 28th St,10001,3.0,0.0,Tesla Destination,40.745842,-73.990103,J1772 TESLA,PAY_GARAGE
Loews Regency New York - Tesla Destination,540 Park Ave,10065,3.0,0.0,Tesla Destination,40.764423,-73.968865,J1772 TESLA,HOTEL
MPG 543 W 110th Street Garage - Tesla Destination,543 W 110th St,10025,3.0,0.0,Tesla Destination,40.803963,-73.966032,J1772 TESLA,PAY_GARAGE
iPark NYC 549 W 23rd Street - Tesla Destination,549 W 23rd St,10011,3.0,0.0,Tesla Destination,40.749255,-74.005914,J1772 TESLA,PAY_GARAGE
Icon Parking 55 W 14th Street - Tesla Destination,55 W 14th St,10011,3.0,0.0,Tesla Destination,40.737122,-73.996119,J1772 TESLA,PAY_GARAGE
GGMC Parking - 550 W 25th - Tesla Destination,550 W 25th St,10001,2.0,0.0,Tesla Destination,40.74979,-74.005335,J1772 TESLA,PAY_GARAGE
iPark Eleventh Avenue Garage Corp. - Tesla Destination,552 W 30th St,10001,3.0,0.0,Tesla Destination,40.753049,-74.003333,J1772 TESLA,PAY_GARAGE
Icon Parking 560 Third Ave - Tesla Destination,560 3rd Ave,10016,3.0,0.0,Tesla Destination,40.747962,-73.976569,J1772 TESLA,HOTEL
Rapidpark 575 1st Avenue - Tesla Destination,575 1st Ave,10016,3.0,0.0,Tesla Destination,40.742735,-73.974296,J1772 TESLA,PAY_GARAGE
Parkit 575 Washington - Tesla Destination,575 Washington St,10014,6.0,0.0,Tesla Destination,40.729364,-74.008513,J1772 TESLA,PAY_GARAGE
Standard Parking 58 W 58th Street - Tesla Destination,58 W 58th St,10019,3.0,0.0,Tesla Destination,40.76476,-73.976153,J1772 TESLA,PAY_GARAGE
iPark 59-63 Allen Street - Tesla Destination,59-63 Allen St,10002,3.0,0.0,Tesla Destination,40.717143,-73.991597,J1772 TESLA,PAY_GARAGE
Champion Parking 90 LLC - Tesla Destination,60 E 90th St,10028,3.0,0.0,Tesla Destination,40.783085,-73.956304,J1772 TESLA,PAY_GARAGE
Champion Parking 60 East End Avenue - Tesla Destination,60 East End Ave,10028,3.0,0.0,Tesla Destination,40.772712,-73.947045,J1772 TESLA,PAY_GARAGE
RapidPark 600 Columbus Ave-QBDestinationSiteID18637 - Tesla Destination,600 Columbus Ave,10128,2.0,0.0,Tesla Destination,40.78859,-73.97118,TESLA,PAY_GARAGE
Quik Park 600 West 42nd Street (Silver Towers) LLC - Tesla Destination,600 W 42nd St,10036,3.0,0.0,Tesla Destination,40.761018,-73.99878,J1772 TESLA,PAY_GARAGE
"MTP Parking, The Helena - Tesla Destination",601 W 57th St,10019,2.0,0.0,Tesla Destination,40.770709,-73.991725,TESLA,PAY_GARAGE
Champion Parking 60 E 8th - Tesla Destination,60-68 E 8th St,10003,3.0,0.0,Tesla Destination,40.730487,-73.993569,J1772 TESLA,PAY_GARAGE
iPark NYC 61 Jane Street - Tesla Destination,61 Jane St,10014,3.0,0.0,Tesla Destination,40.738733,-74.006009,J1772 TESLA,PAY_GARAGE
Parkit 10 Wooster St. - Tesla Destination,6-10 Wooster St,10013,3.0,0.0,Tesla Destination,40.721658,-74.004402,J1772 TESLA,PAY_GARAGE
imPark 611 E 83rd Street - Tesla Destination,611 E 83rd St,10028,3.0,0.0,Tesla Destination,40.772681,-73.945488,J1772 TESLA,PAY_GARAGE
MTP 625 W 57th Street - Tesla Destination,625 W 57th St,10019,3.0,0.0,Tesla Destination,40.77108,-73.993142,TESLA,PAY_GARAGE
Icon Parking University 10 Parking - Tesla Destination,63 E 9th St,10003,3.0,0.0,Tesla Destination,40.731887,-73.991906,J1772 TESLA,PAY_GARAGE
Parkright 670 W 43rd Street - Tesla Destination,670 W 43rd St,10036,3.0,0.0,Tesla Destination,40.762189,-73.999714,J1772 TESLA,HOTEL
Quik Park Little West LLC - Tesla Destination,70 Little West St,10280,3.0,0.0,Tesla Destination,40.70663,-74.016916,J1772 TESLA,PAY_GARAGE
Rapidpark 70 Riverside Dr - Tesla Destination,70 Riverside Dr,10024,2.0,0.0,Tesla Destination,40.784831,-73.982085,TESLA,PAY_GARAGE
The Peninsula Hotel New York - Tesla Destination,700 5th Ave,10019,1.0,0.0,Tesla Destination,40.7615893,-73.9752106,TESLA,HOTEL
Parkright 738 Greenwich Street - Tesla Destination,738 Greenwich St,10014,3.0,0.0,Tesla Destination,40.734412,-74.007184,J1772 TESLA,PAY_GARAGE
iPark 650 Parking Corp - Tesla Destination,80 E 67th St,10065,3.0,0.0,Tesla Destination,40.768144,-73.966736,J1772 TESLA,PAY_GARAGE
Icon Parking 70 Gold Street - Tesla Destination,80 Gold St,10038,3.0,0.0,Tesla Destination,40.710019,-74.004385,J1772 TESLA,PAY_GARAGE
Icon 80 Riverside Blvd - Tesla Destination,80 Riverside Blvd,10069,3.0,0.0,Tesla Destination,40.775374,-73.989687,J1772 TESLA,PAY_GARAGE
Quik Park 808 Garage LLC - Tesla Destination,808 Columbus Ave,10025,3.0,0.0,Tesla Destination,40.793877,-73.967498,J1772 TESLA,PAY_GARAGE
"The Standard, High Line - Tesla Destination",848 Washington St,10014,3.0,0.0,Tesla Destination,40.740939,-74.00824,J1772 TESLA,HOTEL
Chelnik Parking NYC 880 5th - Tesla Destination,880 5th Ave,10021,2.0,0.0,Tesla Destination,40.770292,-73.967735,TESLA,PAY_GARAGE
