Station Name,Street Address,ZIP,EV Level2 EVSE Num,EV DC Fast Count,EV Network,Latitude,Longitude,EV Connector Types,Facility Type
Icon 9-11 Park Ave - Tesla Destination,9 - 11 Park Ave,10016,3.0,0.0,Tesla Destination,40.747299,-73.981039,J1772 TESLA,PAY_GARAGE
Rapidpark 9-11 W 100th Street - Tesla Destination,9 W 100th St,10024,3.0,0.0,Tesla Destination,40.794519,-73.963445,J1772 TESLA,PAY_GARAGE
Quik Park West 57 LLC - Tesla Destination,9 W 57th St,10019,3.0,0.0,Tesla Destination,40.764259,-73.974972,J1772 TESLA,PAY_GARAGE
GGMC Parking Stewart House Garage - Tesla Destination,91 East 9th St,10003,3.0,0.0,Tesla Destination,40.731257,-73.992101,J1772 TESLA,PAY_GARAGE
Rapidpark 920 Park Avenue - Tesla Destination,920 Park Ave,10025,3.0,0.0,Tesla Destination,40.776574,-73.96047,J1772 TESLA,PAY_GARAGE
MPG 923 5th Ave - Tesla Destination,923 5th Ave,10021,3.0,0.0,Tesla Destination,40.773004,-73.966152,J1772 TESLA,PAY_GARAGE
GGMC The Cove - Tesla Destination,99 Battery Pl,10280,3.0,0.0,Tesla Destination,40.707738,-74.016845,J1772 TESLA,PAY_GARAGE
Icon Parking 990 Ave of the Americas - Tesla Destination,990 Avenue of the Americas,10018,3.0,0.0,Tesla Destination,40.750844,-73.986188,J1772 TESLA,OFFICE_BLDG
Angelina's Ristorante - Tesla Destination,399 Ellis St,10307,3.0,0.0,Tesla Destination,40.513465,-74.251418,TESLA,RESTAURANT
PV Parking 40-07 73rd St - Tesla Destination,40-07 73rd St,11377,4.0,0.0,Tesla Destination,40.7464805,-73.8922584,TESLA,PAY_GARAGE
59 Allen Street - Tesla Supercharger,59 Allen Street,10002,0.0,4.0,Tesla,40.717153,-73.991869,TESLA,PARKING_LOT
Queens Center - Tesla Supercharger,90-15 Queens Boulevard,11373,0.0,10.0,Tesla,40.735082,-73.87067,TESLA,SHOPPING_CENTER
Brooklyn Museum - Tesla Supercharger,878 Washington Avenue,11225,0.0,10.0,Tesla,40.669936,-73.963069,TESLA,
ImPark Underhill Garage - Tesla Destination,105 Underhill Ave,11238,4.0,0.0,Tesla Destination,40.6775259,-73.9657852,TESLA,
ImPark 500 4th Ave - Tesla Destination,212 12th St,11215,4.0,0.0,Tesla Destination,40.6685202,-73.9904888,TESLA,
Sherman Parking - Tesla Destination,26 S 6th St,11211,4.0,0.0,Tesla Destination,40.711729,-73.967698,TESLA,
IMPark 353 4th Ave - Tesla Destination,353 4th Ave,11215,4.0,0.0,Tesla Destination,40.6732353,-73.9862323,TESLA,
MTP Parking 363 Bond Street - Tesla Destination,363 Bond St,11231,4.0,0.0,Tesla Destination,40.6781552,-73.9904425,TESLA,
MTP Parking 568 Union Ave - Tesla Destination,568 Union Ave,11211,4.0,0.0,Tesla Destination,40.718054,-73.951847,TESLA,
ImPark Atlantic Terrace - Tesla Destination,669 Atlantic Ave,11217,4.0,0.0,Tesla Destination,40.6832871,-73.9735893,TESLA,
Sylvan Kissena Garage LLC - Tesla Destination,43-70 Kissena Blvd,11355,4.0,0.0,Tesla Destination,40.7538611,-73.823669,TESLA,
Excel Parking 87-10 Northern Blvd - Tesla Destination,87-10 Northern Blvd,11372,4.0,0.0,Tesla Destination,40.755839,-73.8806563,TESLA,
125-10 Queens Blvd Garage - Tesla Destination,123 83rd Ave,11415,4.0,0.0,Tesla Destination,40.7119045,-73.8267727,TESLA,
MTP Parking 31-00 47th Ave - Tesla Destination,31-00 47th Ave,11101,4.0,0.0,Tesla Destination,40.7416517,-73.9361599,TESLA,
MTP Parking 41-42 24th Street - Tesla Destination,41-42 24th St,11101,4.0,0.0,Tesla Destination,40.7515557,-73.9414058,TESLA,
iPark 400 E 85th St - Tesla Destination,400 E 85th St,10028,4.0,0.0,Tesla Destination,40.7759529,-73.949738,TESLA,
Andaz Wall Street - Tesla Destination,75 Wall St,10005,1.0,0.0,Tesla Destination,40.705115,-74.008089,TESLA,
INDUSTRY CITY LOT B WEST,533 2nd Ave,11232,2.0,0.0,ChargePoint Network,40.659333,-74.006419,J1772,
520806-Rockefeller Center,55 W 48th St,10036,8.0,0.0,SHELL_RECHARGE,40.758305,-73.980311,J1772,
Queens Family Court Municipal Garage,150-07 Archer Street,11433,3.0,0.0,EV Connect,40.701647,-73.803843,J1772,
Queens college,65-30 Kissena Blvd; Kiely Hall 711,11367,8.0,0.0,EV Connect,40.735874,-73.815819,J1772,
The Veneto,250 East 53rd Street,10022,2.0,0.0,Blink Network,40.756766,-73.967481,J1772,
Coliseum Park Apts - Central Parking,345 W 58th Street,10019,1.0,0.0,Blink Network,40.768432,-73.984033,J1772,
Astor Place,445 Lafayette St,10003,2.0,0.0,Blink Network,40.7297,-73.991565,J1772,
Superior Ink,400 W 12th St,10014,2.0,0.0,Blink Network,40.737537,-74.00983,J1772,
TATABROOKFIELD #3,11 E Loop Rd,10044,1.0,0.0,ChargePoint Network,40.755093,-73.955605,J1772,
CITYLIGHTS QUEENS LANDING,4-74 48th Ave,11109,2.0,0.0,ChargePoint Network,40.745011,-73.957424,J1772,
Shops at Skyview center,"40-24 College Point Blvd, Suite B215",11354,1.0,3.0,Electrify America,40.75619,-73.8363,J1772 J1772COMBO,
Glenwood Management - Paramount Garage,221 E 38th St,10016,1.0,0.0,Non-Networked,40.74793,-73.974556,J1772,PAY_GARAGE
Queens Center Mall,90-15 Queens Blvd.,11373,1.0,3.0,Electrify America,40.73487,-73.87038,J1772 J1772COMBO,
Mall at Bay Plaza - Tesla Supercharger,260 Baychester Avenue,10475,0.0,12.0,Tesla,40.863231,-73.828839,TESLA,
Atlantic Center - Tesla Supercharger,625 Atlantic Avenue B12,11217,0.0,12.0,Tesla,40.683715,-73.974337,TESLA,
The Shops at Atlas Park - Tesla Supercharger,8000 Cooper Avenue,11385,0.0,10.0,Tesla,40.707998,-73.866983,TESLA,
iPark NYC 555 West Garage Corp. - Tesla Destination,549 W 23rd St,10011,3.0,0.0,Tesla Destination,40.749296,-74.006017,J1772 TESLA,
iPark NYC E 80th Street - Tesla Destination,345 E 80th St,10075,3.0,0.0,Tesla Destination,40.77331,-73.952621,J1772 TESLA,
Icon Parking 245 E 19th St. - Tesla Destination,245 E 19th St,10010,3.0,0.0,Tesla Destination,40.735608,-73.983111,J1772 TESLA,
iPark NYC 455 Central Park West - Tesla Destination,27 West 105th St,10025,3.0,0.0,Tesla Destination,40.797771,-73.96142,J1772 TESLA,
East West Tower Garage - Tesla Destination,142-38 37th Ave,11354,4.0,0.0,Tesla Destination,40.762331,-73.825583,TESLA,
333 Schermerhorn Garage - The Hub - Tesla Destination,333 Schermerhorn St,11217,4.0,0.0,Tesla Destination,40.686983,-73.980498,TESLA,
528 W 162nd Garage-PARK-it - Tesla Destination,528 W 162nd St,10033,4.0,0.0,Tesla Destination,40.836588,-73.941328,TESLA,
4320 Broadway-PARK-it - Tesla Destination,4320 Broadway,10033,4.0,0.0,Tesla Destination,40.852461,-73.934084,TESLA,
506 W 181 St Garage-PARK-it - Tesla Destination,506 W 181 St,10033,4.0,0.0,Tesla Destination,40.848358,-73.931743,TESLA,
One Blue Slip-Greenpoint - Tesla Destination,1 Blue Slip,11222,5.0,0.0,Tesla Destination,40.736562,-73.959195,J1772 TESLA,
Bruno's Bakery and Restaurant Forest Ave - Tesla Destination,676 Forest Ave,10310,2.0,0.0,Tesla Destination,40.629216,-74.111537,TESLA,
Icon Parking 202 E 18th Street - Tesla Destination,202 E 18th St,10003,2.0,0.0,Tesla Destination,40.735496,-73.985024,TESLA,
CenterPark 4172 Broadway - Tesla Destination,4172 Broadway Ave,10033,4.0,0.0,Tesla Destination,40.847422,-73.937922,TESLA,
Icon Parking 175 W 90th Street - Tesla Destination,175 W 90th St,10024,4.0,0.0,Tesla Destination,40.790046,-73.972531,TESLA,
Enterprise Parking 545 Washington Ave - Tesla Destination,545 Washington Ave,11238,4.0,0.0,Tesla Destination,40.681953,-73.964405,TESLA,
Center Park 250 Albany - Tesla Destination,250 Albany St,10280,4.0,0.0,Tesla Destination,40.709803,-74.015771,TESLA,
Enterprise Parking 150 Myrtle Ave - Tesla Destination,150 Myrtle Ave,11201,4.0,0.0,Tesla Destination,40.693476,-73.982605,TESLA,
Enterprise Parking 147 Flatbush Avenue Extension - Tesla Destination,147 Flatbush Ave Ext,11201,4.0,0.0,Tesla Destination,40.695154,-73.983861,TESLA,
MPG Parking 98-41 Queens Blvd - Tesla Destination,98-59 65th Rd,11374,4.0,0.0,Tesla Destination,40.728618,-73.856054,TESLA,
LAZ Parking 133-59 Roosevelt Ave - Tesla Destination,133-59 Roosevelt Ave,11354,4.0,0.0,Tesla Destination,40.758956,-73.832331,TESLA,
LAZ Parking 136-20 38th Ave - Tesla Destination,136-20 38th Ave,11354,4.0,0.0,Tesla Destination,40.760965,-73.829807,TESLA,
IMPark 188 E 78th St - Tesla Destination,188 E 78th St,10075,2.0,0.0,Tesla Destination,40.773665,-73.958333,TESLA,
IMPark 302 2nd St - Tesla Destination,302 2nd St,11215,4.0,0.0,Tesla Destination,40.674312,-73.98488,TESLA,
IPark 255 Schermerhorn - Tesla Destination,255 Schermerhorn St,11217,4.0,0.0,Tesla Destination,40.687913,-73.983039,TESLA,
IPark 99 3rd Avenue - Tesla Destination,99 3rd Ave,11217,4.0,0.0,Tesla Destination,40.683126,-73.982088,TESLA,
PV Parking 34-11 Steinway - Tesla Destination,34-11 Steinway St,11101,4.0,0.0,Tesla Destination,40.7560685,-73.9204663,TESLA,
"Sylvan Parking 23-25 31st St, Astoria - Tesla Destination",23-25 31st St,11105,4.0,0.0,Tesla Destination,40.77364,-73.91352,TESLA,
Sylvan Parking 136-33 37th Ave - Tesla Destination,136-33 37th Ave,11354,3.0,0.0,Tesla Destination,40.761959,-73.829813,TESLA,
IMPark 92-77 Queens Blvd - Tesla Destination,92-77 Queens Blvd,11374,4.0,0.0,Tesla Destination,40.732255,-73.866674,TESLA,
300 W 135 St - Little Man Parking - Tesla Destination,300 W 135 St,10030,4.0,0.0,Tesla Destination,40.816777,-73.947435,TESLA,
4545 Center Blvd-TF Cornerstone LIC - Tesla Destination,4545 Center Blvd,11109,8.0,0.0,Tesla Destination,40.747676,-73.956012,TESLA,
ProPark 110-45 Queens Blvd - Tesla Destination,110-45 Queens Blvd,11375,4.0,0.0,Tesla Destination,40.719885,-73.83857,TESLA,
ProPark 29-10 Broadway - Tesla Destination,29-10 Broadway,11106,4.0,0.0,Tesla Destination,40.7623317,-73.9269683,TESLA,
3050 Corlear Ave - Nagle Parking Inc. - Tesla Destination,3050 Corlear Ave,10463,4.0,0.0,Tesla Destination,40.880142,-73.907385,TESLA,
Sylvan Gerard Garage - Tesla Destination,70-25 Yellowstone Blvd,11375,4.0,0.0,Tesla Destination,40.7218556,-73.8491057,TESLA,
19-80 Steinway - Tesla Destination,1980 Steinway St,11105,4.0,0.0,Tesla Destination,40.776957,-73.90115,TESLA,
2702 Queens Plaza South - Tesla Destination,2702 Queens Plaza S,11101,6.0,0.0,Tesla Destination,40.749941,-73.939887,TESLA,
Icon Parking E 72nd Street - Tesla Destination,515 E 72nd St,10021,5.0,0.0,Tesla Destination,40.766554,-73.952905,J1772 TESLA,
GGMC Parking MODA - Tesla Destination,89-14 Parsons Blvd,11432,7.0,0.0,Tesla Destination,40.705133,-73.801443,J1772 TESLA,
Bruno's Bakery and Restaurant Hylan Blvd - Tesla Destination,1650 Hylan Blvd,10305,2.0,0.0,Tesla Destination,40.588091,-74.089936,TESLA,
Manhattan Parking 110 LLC - Tesla Destination,543 W 110th St,10025,3.0,0.0,Tesla Destination,40.803934,-73.966049,J1772 TESLA,
Outerbridge Commons - Tesla Supercharger,2925 Veterans Road West,10309,0.0,12.0,Tesla,40.527543,-74.23131,TESLA,SHOPPING_CENTER
Queens Crossing - Tesla Supercharger,136-20 38th Avenue,11354,0.0,4.0,Tesla,40.760856,-73.829765,TESLA,
Delancey and Essex Municipal Parking Garage,107 Essex Street,10002,7.0,4.0,EV Connect,40.719319,-73.988197,CHADEMO J1772 J1772COMBO,
WCS NS1 SOUTHERN,2300 Southern Blvd,10460,2.0,0.0,ChargePoint Network,40.850625,-73.881132,J1772,
MASPETH FEDERAL MASPETH 1,56-18 69th St,11378,2.0,0.0,ChargePoint Network,40.726232,-73.895705,J1772,
MP 102 LLC MP 102 LLC,1214 Fifth Avenue,10029,2.0,0.0,ChargePoint Network,40.791267,-73.952039,J1772,
Apple West Parking,303 West 96th Street,10025,4.0,0.0,Blink Network,40.795783,-73.973678,J1772,
Gateway Center at Bronx Terminal Market,610 Exterior St,10451,2.0,0.0,Blink Network,40.822142,-73.931128,J1772,
Manhattan Plaza,427 W 42nd St,10036,2.0,0.0,Blink Network,40.759223,-73.992703,J1772,
Tribeca Green,325 North End Ave,10282,2.0,0.0,Blink Network,40.71695,-74.014948,J1772,
I Park - 145 W 56th St,145 West 56th Street,10019,2.0,0.0,Blink Network,40.764609,-73.979517,J1772,
Carnegie Hill,215 E 96th St,10128,2.0,0.0,Blink Network,40.784865,-73.948526,J1772,
GMC 400 East 56th Street,400 East 56th Street,10022,6.0,0.0,EV Connect,40.757223,-73.963011,J1772,
Staten Island University Hospital (South Side 375 Sequine Ave),375 Seguine Ave,10309,4.0,0.0,EV Connect,40.516758,-74.196379,J1772,
Staten Island University Hospital (North Side 475 Seaview Ave.),475 Seaview Ave,10305,8.0,0.0,EV Connect,40.584709,-74.086124,J1772,
Staten Island Mall Dave & Buster's,2655 Richmond Ave.,10314,4.0,0.0,Volta,40.58269775,-74.1678755,J1772,
Staten Island Mall Richmond Ave Entrance,2655 Richmond Ave.,10314,2.0,0.0,Volta,40.5817345,-74.1684335,J1772,
Staten Island Mall Tommy's Tavern + Tap,2655 Richmond Ave.,10314,2.0,0.0,Volta,40.5811275,-74.1679225,J1772,
Staten Island Mall Macy's,2655 Richmond Ave.,10314,2.0,0.0,Volta,40.583139,-74.166332,J1772,
HAMPTON INN STATION 1,1120 South Ave,10314,2.0,0.0,ChargePoint Network,40.612696,-74.179012,J1772,
532 W 122nd St,532 W 122nd St,10027,4.0,0.0,EV Connect,40.811446,-73.960477,J1772,
STATION 4TH FL MOTORGATE 3,680 Main St,10044,2.0,0.0,ChargePoint Network,40.764464,-73.946924,J1772,
STATION 4TH FL MOTORGATE #2,Main St/10 River Rd,10044,2.0,0.0,ChargePoint Network,40.764208,-73.947198,J1772,
551W21 SR Capital - Tesla Destination,558 West 21st Street,10011,6.0,0.0,Tesla Destination,40.747437,-74.007111,TESLA,
577 Baltic Street - Adam America Real Estate - Tesla Destination,577 Baltic Street,11217,4.0,0.0,Tesla Destination,40.681151,-73.982101,TESLA,
610 Warren Street - Tesla Destination,610 Warren Street,11217,6.0,0.0,Tesla Destination,40.681263,-73.981155,TESLA,
Enterprise Parking 219 E 69th St - Tesla Destination,219 E 69th St,10065,3.0,0.0,Tesla Destination,40.767342,-73.960835,J1772 TESLA,
iPark 314 W 120th Street - Tesla Destination,314 West 120th Street,10025,3.0,0.0,Tesla Destination,40.807356,-73.954354,J1772 TESLA,
Park Kwik - 110 Livingston - Tesla Destination,110 Livingston St,11201,4.0,0.0,Tesla Destination,40.6909872,-73.9901305,J1772 TESLA,
Park Kwik - 211 Atlantic - Tesla Destination,211 Atlantic Ave,11201,6.0,0.0,Tesla Destination,40.6910734,-73.9901973,J1772 TESLA,
Park Kwik-300 Ashland - Tesla Destination,300 Ashland Pl,11217,4.0,0.0,Tesla Destination,40.68608,-73.978252,TESLA,
Park N Go - E 121 St - Tesla Destination,210 E 121st St,10035,4.0,0.0,Tesla Destination,40.800793,-73.9371,TESLA,
Parkit 200 West End Ave - Tesla Destination,200 West End Ave,10023,5.0,0.0,Tesla Destination,40.778221,-73.985072,J1772 TESLA,
"The Standard, East Village - Tesla Destination",25 Cooper Street,10004,3.0,0.0,Tesla Destination,40.727797,-73.990746,J1772 TESLA,
"Trump Golf Links, Ferry Point - Tesla Destination",500 Hutchinson River Parkway,10465,8.0,0.0,Tesla Destination,40.8124589,-73.83447,TESLA,
Imperial Parking,332-342 E 34th St,10016,2.0,0.0,Blink Network,40.7440113,-73.9741155,J1772,
STATION 4TH FL MOTORGATE #1,688 Main St,10044,2.0,0.0,ChargePoint Network,40.764429,-73.946793,J1772,
NYC FLEET DPR_ICAHN_1_L3,10 Central Rd,10035,0.0,1.0,ChargePoint Network,40.792194,-73.92455,CHADEMO J1772COMBO,
The St. Regis,Two East 55th Street,10022,1.0,0.0,Blink Network,40.7613979,-73.9746128,J1772,
SKYVIEW APARTME SKYVIEW ST2,5800 Arlington Ave,10471,2.0,0.0,ChargePoint Network,40.908654,-73.905897,J1772,
SKYVIEW APARTME SKYVIEW ST1,5800 Arlington Ave,10471,2.0,0.0,ChargePoint Network,40.90872,-73.905883,J1772,
WCS NS1 ASIA,Boston Rd,10460,2.0,0.0,ChargePoint Network,40.846612,-73.876323,J1772,
TATABROOKFIELD #2,11 E Loop Rd,10044,1.0,0.0,ChargePoint Network,40.755077,-73.955605,J1772,
TATABROOKFIELD GATEWAY #1,11 E Loop Rd,10044,1.0,0.0,ChargePoint Network,40.755024,-73.955605,J1772,
TATABROOKFIELD #7,11 E Loop Rd,10044,1.0,0.0,ChargePoint Network,40.755314,-73.955605,J1772,
TATABROOKFIELD #6,11 E Loop Rd,10044,1.0,0.0,ChargePoint Network,40.75516,-73.955605,J1772,
TATABROOKFIELD #5,11 E Loop Rd,10044,1.0,0.0,ChargePoint Network,40.755142,-73.9556,J1772,
TATABROOKFIELD #4,11 E Loop Rd,10044,1.0,0.0,ChargePoint Network,40.755108,-73.955605,J1772,
HAMPTON INN STATION 4,1120 South Ave,10314,2.0,0.0,ChargePoint Network,40.612678,-74.178885,J1772,
HAMPTON INN STATION 2,1120 South Ave,10314,2.0,0.0,ChargePoint Network,40.612688,-74.178948,J1772,
HAMPTON INN STATION 3,1120 South Ave,10314,2.0,0.0,ChargePoint Network,40.612671,-74.17882,J1772,
HAMPTON INN STATION 5,1120 South Ave,10314,2.0,0.0,ChargePoint Network,40.612706,-74.179076,J1772,
NYC FLEET DPR_ICAHN_3_L3,10 Central Rd,10035,0.0,1.0,ChargePoint Network,40.7923,-73.92468,CHADEMO J1772COMBO,
NYC FLEET DPR_ICAHN_2_L3,10 Central Rd,10035,0.0,1.0,ChargePoint Network,40.79237,-73.924644,CHADEMO J1772COMBO,
NYC FLEET DPROCBRZAC_1_L3,625 Father Capodanno Blvd,10305,0.0,1.0,ChargePoint Network,40.58297,-74.07527,CHADEMO J1772COMBO,
NYC FLEET DPROCBRZAC_2_L3,625 Father Capodanno Blvd,10305,0.0,1.0,ChargePoint Network,40.582787,-74.07527,CHADEMO J1772COMBO,
Belmont Parking,113 E 84th St,10028,1.0,0.0,Blink Network,40.773472,-73.955287,J1772,
Red Ball Garage,142 E 31st Street,10016,1.0,0.0,Blink Network,40.744731,-73.981125,J1772,
Travelers Parking,160 W 10th Street,10014,1.0,0.0,Blink Network,40.73491,-74.001634,J1772,
Manhattan Parking Group,10 Columbus Circle,10019,1.0,0.0,Blink Network,40.768721,-73.983487,J1772,
Laureate Garage,2148 Broadway,10023,2.0,0.0,Blink Network,40.78131,-73.980834,J1772,
Kew Garage,8002 Kew Gardens Rd,11415,1.0,0.0,Blink Network,40.713705,-73.831217,J1772,
GMC Parking Garage - 200 Central,200 Central Park South,10019,1.0,0.0,Blink Network,40.766719,-73.979533,J1772,
Discover 97 Parking LLC,750 Columbus Avenue,10025,2.0,0.0,Blink Network,40.793416,-73.967719,J1772,
iPark - 67th Street,3 East 67th Street,10065,1.0,0.0,Blink Network,40.769134,-73.968707,J1772,
Hunters Point South Crossing,1-55 Borden Avenue,11101,2.0,0.0,Blink Network,40.742397,-73.959225,J1772,
5935 Broadway,5935 Broadway,10463,4.0,0.0,FLO,40.888461,-73.899119,J1772,
3474 Putnam Place,3474 Putnam Place,10467,2.0,0.0,FLO,40.879413,-73.875485,J1772,
4 W 93rd St,4 W 93rd St,10025,2.0,0.0,FLO,40.789958,-73.966488,J1772,
35-1 38th St,35-1 38th St,11101,4.0,0.0,FLO,40.755417,-73.923072,J1772,
31-99 33rd St,31-99 33rd St,11106,2.0,0.0,FLO,40.761412,-73.923755,J1772,
NYC Parking Kent,444 Kent Avenue,11211,2.0,0.0,Blink Network,40.709168,-73.968491,J1772,
iPark - Enterprise Parking,315 E 40th Street,10016,1.0,0.0,Blink Network,40.748359,-73.972213,J1772,
170 E End Ave,170 E End Ave,10128,2.0,0.0,FLO,40.775792,-73.944015,J1772,
498 E 67th St,498 E 67th St,10065,2.0,0.0,FLO,40.763723,-73.956354,J1772,
101 E 78th St,101 E 78th St,10075,2.0,0.0,FLO,40.774878,-73.960671,J1772,
383 Court St,383 Court St,11231,2.0,0.0,FLO,40.680484,-73.996719,J1772,
99 Prospect Park W,99 Prospect Park W,11215,2.0,0.0,FLO,40.66696,-73.975032,J1772,
Revel Brooklyn Superhub,467 Marcy Ave,11206,0.0,50.0,EVGATEWAY,40.69933379421704,-73.94966479629517,J1772COMBO,PARKING_LOT
"Walgreens - Brooklyn, NY #15097",589 Prospect Avenue,11215,1.0,0.0,Blink Network,40.6567801,-73.9777597,J1772,
iPark - 59 Allen Street Garage,59 Allen Street,10002,2.0,0.0,Blink Network,40.717195,-73.991658,J1772,
33 Norman Ave,33 Norman Ave,11222,4.0,0.0,FLO,40.724591,-73.954512,J1772,
1235 Linden Blvd,1235 Linden Blvd,11212,4.0,0.0,FLO,40.654381,-73.913436,J1772,
1065 Elton St,1065 Elton St,11239,4.0,0.0,FLO,40.657441,-73.874619,J1772,
NYC FLEET DCASCSTHSE_1_L3,6626 Metropolitan Ave,11379,0.0,1.0,ChargePoint Network,40.711327,-73.89229,CHADEMO J1772COMBO,
NYC FLEET DCASCSTHSE_3_L3,6626 Metropolitan Ave,11379,0.0,1.0,ChargePoint Network,40.711273,-73.89222,CHADEMO J1772COMBO,
NYC FLEET DCASCSTHSE_2_L3,6626 Metropolitan Ave,11379,0.0,1.0,ChargePoint Network,40.711266,-73.89218,CHADEMO J1772COMBO,
626 Sheepshead Bay Rd - Parking,626 Sheepshead Bay Rd,11224,6.0,0.0,Blink Network,40.57891694756013,-73.97537047469709,J1772,
597 Clarkson Ave,597 Clarkson Ave,11203,4.0,0.0,FLO,40.656102,-73.940436,J1772,
134-10 225th St,137-10 225th St,11413,2.0,0.0,FLO,40.677402,-73.745064,J1772,
167-149 Meeker Ave,167-149 Meeker Ave,11211,6.0,0.0,FLO,40.714318,-73.953186,J1772,
831 3rd Ave,831 3rd Ave,11232,6.0,0.0,FLO,40.656766,-74.004802,J1772,
115 Fort Washington Ave,115 Fort Washington Ave,10032,2.0,0.0,FLO,40.839756,-73.943345,J1772,
2 Bedford Park Blvd W,2 Bedford Park Blvd W,10468,4.0,0.0,FLO,40.875421,-73.893941,J1772,
NYU NYU # 2,2 Washington Square Village,10012,2.0,0.0,ChargePoint Network,40.728283,-73.997251,J1772,
NYU NYU # 1,2 Washington Square Village,10012,2.0,0.0,ChargePoint Network,40.72808,-73.99724,J1772,
3500 Dekalb Ave,3500 Dekalb Ave,10467,2.0,0.0,FLO,40.882337,-73.880265,J1772,
7 Marcus Garvey Blvd,7 Marcus Garvey Blvd,11206,2.0,0.0,FLO,40.700039,-73.941261,J1772,
145 Brooklyn Ave,145 Brooklyn Ave,11213,2.0,0.0,FLO,40.674612,-73.944569,J1772,
484 43rd St,484 43rd St,11232,2.0,0.0,FLO,40.649116,-74.006479,J1772,
352 8th St,352 8th St,11215,2.0,0.0,FLO,40.668517,-73.983283,J1772,
395 Lenox Rd,395 Lenox Rd,11203,4.0,0.0,FLO,40.654476,-73.946741,J1772,
419 Stuyvesant Ave,419 Stuyvesant Ave,11233,2.0,0.0,FLO,40.679727,-73.931347,J1772,
33-10 Queens Blvd,33-10 Queens Blvd,11101,4.0,0.0,FLO,40.744363,-73.93112,J1772,
Baychester Retail III LLC,500 Baychester Ave,10475,2.0,0.0,EV Connect,40.869205,-73.831633,J1772,
Northeast Bronx YMCA,1250 E 229th St,10466,4.0,0.0,Non-Networked,40.8827858370269,-73.8419855959349,J1772,REC_SPORTS_FACILITY
LIN-DAN RICK,329 E 21st St,10010,2.0,0.0,ChargePoint Network,40.736148,-73.980154,J1772,
LIN-DAN MORTY,329 E 21st St,10010,2.0,0.0,ChargePoint Network,40.736161,-73.980267,J1772,
BORO PARK BORO CHARGE 1,4915 10th Ave,11219,2.0,0.0,ChargePoint Network,40.638583,-73.998687,J1772,
BORO PARK BORO CHARGE 4,4915 10th Ave,11219,2.0,0.0,ChargePoint Network,40.638561,-73.998686,J1772,
BORO PARK BORO CHARGE 5,4915 10th Ave,11219,2.0,0.0,ChargePoint Network,40.63855,-73.998668,J1772,
BORO PARK BORO CHARGE 10,4915 10th Ave,11219,2.0,0.0,ChargePoint Network,40.638531,-73.99858,J1772,
BORO PARK BORO CHARGE 9,4915 10th Ave,11219,2.0,0.0,ChargePoint Network,40.638557,-73.998678,J1772,
BORO PARK BORO CHARGE 8,4915 10th Ave,11219,2.0,0.0,ChargePoint Network,40.638536,-73.99864,J1772,
BORO PARK BORO CHARGE 6,4915 10th Ave,11219,2.0,0.0,ChargePoint Network,40.638581,-73.998691,J1772,
BORO PARK BORO CHARGE 3,4915 10th Ave,11219,2.0,0.0,ChargePoint Network,40.63851,-73.998605,J1772,
BORO PARK BORO CHARGE 2,4915 10th Ave,11219,2.0,0.0,ChargePoint Network,40.638594,-73.998676,J1772,
1 WATERLINE STATION#8,10 Riverside Blvd,10069,2.0,0.0,ChargePoint Network,40.772871,-73.992514,J1772,
1 WATERLINE STATION#3,10 Riverside Blvd,10069,2.0,0.0,ChargePoint Network,40.773005,-73.992868,J1772,
1 WATERLINE STATION#2,10 Riverside Blvd,10069,2.0,0.0,ChargePoint Network,40.772952,-73.992622,J1772,
1 WATERLINE STATION#1,10 Riverside Blvd,10069,2.0,0.0,ChargePoint Network,40.772896,-73.992536,J1772,
1 WATERLINE STATION#5,10 Riverside Blvd,10069,2.0,0.0,ChargePoint Network,40.772904,-73.992514,J1772,
1 WATERLINE STATION#4,10 Riverside Blvd,10069,2.0,0.0,ChargePoint Network,40.77292,-73.992546,J1772,
1 WATERLINE STATION#6,10 Riverside Blvd,10069,2.0,0.0,ChargePoint Network,40.772912,-73.992589,J1772,
Stop & Shop #566 - Arverne By-the-sea,70-20 Rockaway Beach Boulevard,11692,2.0,0.0,Volta,40.5898135,-73.7999495,J1772,
Icon Mercury Parking,350 W 50th Street,10019,1.0,0.0,Blink Network,40.76324463,-73.98864745,J1772,
Eventi Hotel,851 Avenue of the Americas,10001,1.0,0.0,Blink Network,40.758681,-73.98135,J1772,
125 W 76th Street,125 W 76th Street,10023,2.0,0.0,FLO,40.780397,-73.977729,J1772,
INDUSTRY CITY LOT B EAST,533 2nd Ave,11232,2.0,0.0,ChargePoint Network,40.659338,-74.006454,J1772,
35-58 72nd St,35-58 72nd St,11372,2.0,0.0,FLO,40.74894,-73.893721,J1772,
Bridge Towers Location 1,111 Wadsworth Ave,10033,2.0,0.0,Blink Network,40.848202,-73.935857,J1772,
Energy Plus Site 8,11 Riverside Dr,10023,1.0,0.0,Blink Network,40.781104,-73.984478,J1772,
BORO PARK BORO CHARGE 7,4915 10th Ave,11219,2.0,0.0,ChargePoint Network,40.638545,-73.998658,J1772,
Hylan New Dorp Plaza,430 New Dorp Ln,10306,2.0,0.0,Volta,40.569063603,-74.109547715,J1772,
BRT STATION 1,6401 6th Ave,11220,2.0,0.0,ChargePoint Network,40.63557,-74.01628,J1772,
